User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status
104165,Elakshi Bath,P2434,Male,56+,29,Divorced,Maharashtra,North,Engineer,Books,5,1284.46,Pending
104166,Aaina Kala,P5904,Female,26-35,52,Married,Delhi,South,Doctor,Books,5,3879.98,Pending
104167,Riya Sunder,P2095,Male,36-45,32,Divorced,Karnataka,Central,Student,Electronics,2,4235.06,Pending
104168,Vedika Ghose,P5215,Other,36-45,26,Single,Karnataka,West,Engineer,Books,4,3391.79,Cancelled
104169,Tushar Rajagopalan,P9174,Other,36-45,18,Divorced,Delhi,South,Engineer,Books,5,2973.47,Delivered
104170,Samiha Soman,P2874,Other,56+,56,Divorced,Gujarat,South,Business,Clothing,5,1950.59,Cancelled
104171,Damini Brahmbhatt,P1130,Female,56+,30,Married,Maharashtra,East,Teacher,Clothing,1,3177.89,Delivered
104172,Jayant Arora,P2866,Male,56+,58,Divorced,Gujarat,South,Teacher,Furniture,9,1376.59,Pending
104173,Misha Banerjee,P5850,Other,56+,33,Married,Gujarat,South,Engineer,Clothing,5,3291.98,Cancelled
104174,Adira Chad,P9911,Other,56+,46,Divorced,Delhi,North,Teacher,Electronics,5,2055.34,Cancelled
104175,Romil Barad,P5437,Other,46-55,39,Divorced,Gujarat,West,Doctor,Furniture,3,1108.25,Delivered
104176,Veer Kashyap,P9306,Female,26-35,58,Married,Gujarat,Central,Teacher,Clothing,7,2761.53,Cancelled
104177,Lagan Gade,P7350,Male,18-25,60,Married,Karnataka,West,Business,Electronics,8,936.76,Pending
104178,Aaryahi Kakar,P6301,Other,56+,40,Married,Tamil Nadu,South,Business,Clothing,9,3226.25,Delivered
104179,Ela Zachariah,P3437,Female,26-35,59,Divorced,Karnataka,Central,Business,Clothing,3,4024.85,Delivered
104180,Azad Sachdev,P9158,Female,18-25,47,Single,Maharashtra,West,Business,Books,4,3160.83,Pending
104181,Zoya Varty,P2407,Male,26-35,52,Single,Tamil Nadu,East,Engineer,Electronics,9,2232.74,Pending
104182,Shalv Sidhu,P7684,Female,46-55,48,Married,Gujarat,South,Teacher,Clothing,2,853,Delivered
104183,Rasha Tak,P6572,Male,36-45,63,Divorced,Tamil Nadu,Central,Doctor,Furniture,8,4683.97,Pending
104184,Dhruv Das,P7073,Other,56+,41,Married,Karnataka,East,Business,Electronics,5,4890.17,Cancelled
104185,Shamik Ravi,P1196,Male,56+,27,Single,Maharashtra,North,Student,Electronics,5,975.75,Pending
104186,Reyansh Srivastava,P6468,Female,46-55,34,Divorced,Tamil Nadu,Central,Teacher,Clothing,6,3240.3,Pending
104187,Adah Bhalla,P9540,Other,46-55,20,Single,Delhi,West,Student,Clothing,7,2099.44,Cancelled
104188,Raghav Lall,P1749,Female,56+,36,Married,Karnataka,West,Business,Groceries,7,2956.57,Cancelled
104189,Yuvraj  Goel,P2541,Male,26-35,26,Divorced,Karnataka,South,Doctor,Furniture,3,111.19,Delivered
104190,Arhaan Dhar,P1833,Other,46-55,34,Single,Gujarat,North,Engineer,Furniture,2,3553.45,Cancelled
104191,Mamooty Wason,P2447,Male,36-45,18,Single,Gujarat,Central,Teacher,Groceries,4,3255.5,Pending
104192,Hrishita Sehgal,P4498,Female,36-45,53,Single,Delhi,East,Engineer,Electronics,4,2075.38,Cancelled
104193,Vedika Chaudhry,P3614,Other,56+,50,Married,Karnataka,South,Teacher,Electronics,5,910.83,Cancelled
104194,Anvi Wason,P4022,Male,18-25,61,Divorced,Maharashtra,Central,Student,Furniture,5,4350.06,Cancelled
104195,Kimaya Kulkarni,P5392,Other,56+,47,Divorced,Karnataka,South,Business,Electronics,4,1741.93,Cancelled
104196,Shayak Sarna,P4301,Male,36-45,28,Married,Delhi,East,Student,Electronics,7,1130.75,Pending
104197,Vritika Choudhary,P3901,Female,18-25,25,Married,Maharashtra,East,Student,Groceries,8,4110.65,Cancelled
104198,Hansh Sharma,P3160,Male,36-45,62,Married,Tamil Nadu,East,Business,Books,1,4763.91,Cancelled
104199,Yakshit Bose,P9444,Other,36-45,39,Divorced,Karnataka,West,Business,Clothing,5,1056.84,Cancelled
104200,Damini Sawhney,P8732,Male,26-35,63,Divorced,Karnataka,East,Doctor,Furniture,5,4115.16,Cancelled
104201,Aaryahi Kannan,P8930,Male,26-35,51,Married,Maharashtra,South,Student,Groceries,4,1768.51,Cancelled
104202,Jivin Brahmbhatt,P1023,Female,46-55,40,Divorced,Karnataka,Central,Student,Clothing,8,962.56,Cancelled
104203,Prerak Kashyap,P4322,Female,56+,25,Divorced,Maharashtra,East,Teacher,Books,7,2882.78,Delivered
104204,Zara Sawhney,P4560,Male,36-45,62,Married,Maharashtra,West,Teacher,Electronics,7,3091.99,Pending
104205,Hiran Chaudhry,P3208,Male,46-55,40,Married,Karnataka,West,Student,Electronics,4,681.22,Delivered
104206,Vardaniya Bhakta,P8463,Male,46-55,56,Divorced,Maharashtra,West,Engineer,Groceries,1,4161.4,Pending
104207,Seher Bal,P6478,Female,36-45,25,Married,Maharashtra,North,Engineer,Electronics,8,3275.11,Cancelled
104208,Misha Bahri,P8244,Male,56+,34,Married,Delhi,Central,Business,Books,8,3977.44,Pending
104209,Farhan Khanna,P3479,Other,46-55,29,Married,Tamil Nadu,South,Student,Clothing,5,1862.08,Cancelled
104210,Shayak Dayal,P5364,Female,56+,28,Divorced,Karnataka,East,Teacher,Groceries,9,4444.3,Cancelled
104211,Aarav Sarna,P8557,Male,56+,37,Divorced,Tamil Nadu,South,Engineer,Groceries,2,2808.61,Pending
104212,Kanav Kala,P9348,Other,46-55,30,Married,Gujarat,West,Student,Electronics,2,909.76,Cancelled
104213,Parinaaz Mallick,P2664,Female,36-45,57,Single,Tamil Nadu,South,Engineer,Groceries,5,843.31,Cancelled
104214,Vritika Sha,P7609,Male,18-25,58,Divorced,Delhi,East,Student,Furniture,9,4995.46,Delivered
104215,Zoya Bahl,P2722,Female,26-35,54,Divorced,Maharashtra,North,Student,Electronics,3,4420.86,Pending
104216,Vidur Acharya,P2327,Other,36-45,27,Single,Gujarat,North,Doctor,Electronics,3,4997.92,Cancelled
104217,Mannat Bahl,P5998,Female,18-25,28,Single,Maharashtra,South,Student,Clothing,8,2982.76,Delivered
104218,Aradhya Amble,P8735,Female,26-35,58,Married,Karnataka,South,Student,Groceries,5,555.11,Cancelled
104219,Khushi Kapur,P6060,Other,26-35,39,Single,Karnataka,West,Teacher,Furniture,8,2978.55,Cancelled
104220,Tejas Samra,P1978,Other,36-45,39,Single,Gujarat,North,Teacher,Clothing,4,4247.22,Pending
104221,Eshani Ramaswamy,P1893,Male,56+,41,Divorced,Tamil Nadu,East,Teacher,Electronics,4,4190.85,Cancelled
104222,Vedika Atwal,P7866,Other,26-35,55,Single,Maharashtra,South,Engineer,Electronics,5,126.15,Pending
104223,Dhanush Goel,P7322,Other,46-55,49,Single,Tamil Nadu,West,Business,Clothing,9,4563.01,Pending
104224,Lavanya Trivedi,P4242,Female,56+,57,Divorced,Delhi,South,Doctor,Furniture,2,1103.22,Pending
104225,Samaira Vala,P1608,Female,56+,46,Divorced,Tamil Nadu,North,Business,Groceries,3,1992.63,Pending
104226,Kanav Rajagopal,P9037,Male,26-35,64,Divorced,Gujarat,East,Business,Groceries,2,1892.88,Pending
104227,Indrans Cheema,P9785,Other,56+,37,Married,Tamil Nadu,East,Student,Electronics,8,2095.81,Delivered
104228,Anvi Sem,P5014,Other,36-45,22,Married,Tamil Nadu,South,Teacher,Books,9,3579.1,Cancelled
104229,Ayesha Kalla,P8934,Other,26-35,36,Married,Delhi,South,Doctor,Groceries,9,2649.38,Pending
104230,Vaibhav Ray,P3709,Female,26-35,36,Married,Gujarat,East,Doctor,Electronics,4,2684.45,Cancelled
104231,Myra Kunda,P2837,Male,56+,24,Single,Tamil Nadu,South,Engineer,Groceries,3,4579.43,Cancelled
104232,Manjari Varkey,P1730,Female,36-45,44,Married,Delhi,South,Engineer,Electronics,4,3275.87,Cancelled
104233,Manjari Chaudhary,P5109,Other,56+,25,Single,Tamil Nadu,East,Engineer,Clothing,9,320.36,Pending
104234,Nitya Chander,P9685,Male,18-25,49,Married,Gujarat,East,Student,Books,9,3123.84,Delivered
104235,Yashvi Kunda,P6429,Male,46-55,44,Divorced,Karnataka,East,Doctor,Clothing,2,3350.21,Delivered
104236,Bhamini Dhar,P5554,Other,18-25,20,Divorced,Delhi,South,Student,Books,1,4587,Pending
104237,Tejas Sarna,P2333,Other,56+,55,Single,Karnataka,West,Teacher,Clothing,1,4203.51,Cancelled
104238,Tiya Dugar,P9130,Male,36-45,21,Divorced,Tamil Nadu,South,Business,Books,1,3946.26,Pending
104239,Divyansh Kulkarni,P6913,Male,36-45,42,Single,Karnataka,West,Teacher,Furniture,4,1453.68,Delivered
104240,Indranil Din,P7532,Other,36-45,26,Single,Delhi,Central,Engineer,Books,7,3220.48,Cancelled
104241,Jivika Karnik,P7729,Other,46-55,31,Married,Delhi,Central,Doctor,Clothing,7,2056.61,Pending
104242,Anvi Kade,P1759,Other,36-45,21,Single,Tamil Nadu,West,Engineer,Furniture,2,4783.01,Delivered
104243,Manikya Bhatnagar,P1121,Other,46-55,46,Divorced,Karnataka,East,Doctor,Furniture,9,2528.15,Cancelled
104244,Ela Bhatt,P3017,Male,56+,18,Single,Gujarat,Central,Engineer,Electronics,2,239.47,Delivered
104245,Kiara Divan,P4633,Other,46-55,22,Single,Tamil Nadu,West,Doctor,Clothing,2,2808.82,Cancelled
104246,Zain Sehgal,P6906,Other,26-35,32,Divorced,Delhi,North,Student,Clothing,8,3442.82,Pending
104247,Devansh Gole,P5692,Other,18-25,47,Divorced,Maharashtra,West,Business,Furniture,9,2825.83,Pending
104248,Tushar Bajaj,P6052,Male,56+,37,Divorced,Karnataka,West,Student,Electronics,8,2084.73,Delivered
104249,Kavya Saxena,P3545,Male,26-35,28,Divorced,Maharashtra,West,Business,Books,5,4024.63,Cancelled
104250,Lavanya Badami,P8211,Male,26-35,59,Divorced,Tamil Nadu,South,Business,Books,4,1805.02,Pending
104251,Aradhya Deo,P4423,Male,18-25,21,Divorced,Karnataka,Central,Business,Electronics,8,1989.67,Pending
104252,Aaina Devan,P8479,Female,46-55,64,Single,Maharashtra,Central,Engineer,Clothing,6,363.35,Delivered
104253,Mehul Kunda,P7198,Male,56+,21,Divorced,Gujarat,East,Business,Books,2,1446.12,Pending
104254,Alia Deshmukh,P9284,Other,26-35,33,Married,Tamil Nadu,South,Teacher,Books,9,3313.39,Pending
104255,Vanya Shankar,P7217,Male,36-45,29,Single,Maharashtra,South,Teacher,Electronics,7,1879.29,Delivered
104256,Tanya Seth,P7112,Female,46-55,56,Single,Delhi,East,Doctor,Clothing,5,4731.88,Delivered
104257,Sara Dash,P4642,Male,46-55,28,Married,Gujarat,East,Doctor,Books,7,2100.36,Cancelled
104258,Sana Hegde,P2413,Other,18-25,24,Single,Maharashtra,North,Student,Furniture,5,849.2,Pending
104259,Ayesha Dyal,P7761,Male,18-25,28,Divorced,Delhi,East,Teacher,Clothing,2,3172.58,Delivered
104260,Kartik Khatri,P8792,Male,36-45,42,Married,Gujarat,East,Student,Electronics,7,3488.95,Pending
104261,Raunak Bhatnagar,P3739,Other,46-55,41,Married,Karnataka,West,Doctor,Electronics,3,3812.82,Pending
104262,Biju Karpe,P6036,Male,36-45,57,Single,Gujarat,South,Business,Furniture,7,3456.32,Cancelled
104263,Romil Edwin,P2074,Other,36-45,30,Divorced,Delhi,East,Doctor,Clothing,4,1873.44,Delivered
104264,Madhav Subramaniam,P1311,Other,18-25,57,Married,Karnataka,West,Student,Groceries,9,1791.75,Cancelled
104265,Keya Varma,P1987,Other,46-55,54,Single,Gujarat,Central,Business,Books,4,3951.99,Pending
104266,Zaina Goel,P5738,Other,56+,46,Married,Gujarat,South,Student,Furniture,8,1197.85,Cancelled
104267,Shayak Subramaniam,P3470,Male,18-25,29,Single,Gujarat,West,Doctor,Electronics,2,612.32,Delivered
104268,Pari Das,P7898,Male,36-45,39,Married,Maharashtra,North,Teacher,Clothing,5,4251.83,Pending
104269,Nitya Anand,P6840,Male,46-55,42,Single,Maharashtra,North,Teacher,Clothing,6,975.68,Pending
104270,Dhanush Sura,P4417,Male,36-45,56,Divorced,Karnataka,West,Business,Clothing,5,205.76,Cancelled
104271,Anvi Dave,P9513,Female,36-45,18,Married,Gujarat,South,Engineer,Clothing,8,1022.98,Cancelled
104272,Rohan Chakraborty,P8644,Male,56+,20,Single,Maharashtra,South,Teacher,Furniture,2,1028.04,Cancelled
104273,Advika Dada,P2261,Other,46-55,59,Divorced,Delhi,East,Doctor,Books,2,3563.32,Delivered
104274,Ivana Gade,P1595,Female,26-35,28,Married,Tamil Nadu,Central,Student,Furniture,3,4142.64,Delivered
104275,Stuvan Chokshi,P7075,Female,18-25,18,Single,Gujarat,East,Student,Groceries,2,2110.35,Pending
104276,Mehul Guha,P7711,Other,46-55,39,Married,Delhi,East,Business,Furniture,2,4357,Delivered
104277,Vaibhav Shan,P5253,Male,56+,45,Married,Maharashtra,West,Engineer,Books,7,3266.67,Delivered
104278,Aradhya Goswami,P4996,Male,56+,64,Divorced,Delhi,South,Doctor,Books,8,2107.08,Cancelled
104279,Indranil Sridhar,P2323,Other,18-25,54,Single,Delhi,North,Student,Electronics,4,3192.54,Pending
104280,Indrajit Vaidya,P3433,Female,36-45,43,Divorced,Delhi,Central,Business,Books,6,3164.04,Pending
104281,Akarsh Sengupta,P3175,Male,46-55,58,Divorced,Maharashtra,West,Engineer,Books,5,3979.64,Pending
104282,Yasmin Upadhyay,P4060,Male,56+,60,Single,Delhi,South,Student,Groceries,9,2622.75,Pending
104283,Tanya Devi,P5863,Male,36-45,41,Divorced,Delhi,North,Student,Clothing,8,2008.1,Pending
104284,Anika Khalsa,P2050,Male,36-45,23,Divorced,Maharashtra,South,Doctor,Electronics,1,3915.62,Delivered
104285,Aarav Tank,P2976,Female,36-45,46,Divorced,Maharashtra,West,Engineer,Groceries,7,1988.7,Pending
104286,Nitya Upadhyay,P4744,Other,46-55,51,Married,Gujarat,North,Student,Groceries,2,1640.78,Delivered
104287,Madhup Venkatesh,P6576,Female,56+,22,Married,Karnataka,West,Engineer,Clothing,4,536.81,Delivered
104288,Vedika Barman,P4747,Other,26-35,23,Single,Gujarat,South,Engineer,Electronics,4,2871.42,Delivered
104289,Aarna Chaudry,P6625,Female,36-45,60,Single,Karnataka,East,Teacher,Clothing,1,3789.64,Pending
104290,Reyansh Yadav,P7016,Other,26-35,54,Married,Gujarat,North,Business,Clothing,1,1010.49,Delivered
104291,Dharmajan Shenoy,P8737,Other,18-25,54,Single,Gujarat,Central,Doctor,Clothing,8,1478.1,Cancelled
104292,Emir Chopra,P2189,Female,18-25,59,Single,Gujarat,North,Engineer,Electronics,4,1579.01,Delivered
104293,Tarini Sathe,P9036,Other,56+,36,Divorced,Gujarat,East,Student,Electronics,3,4106.07,Pending
104294,Nayantara Saha,P7486,Female,36-45,37,Married,Maharashtra,West,Teacher,Furniture,6,4094.78,Pending
104295,Umang Rao,P4271,Other,18-25,43,Divorced,Delhi,East,Business,Groceries,2,3543.84,Pending
104296,Samar Dass,P2931,Male,26-35,39,Married,Tamil Nadu,East,Student,Electronics,8,1743.76,Delivered
104297,Dhruv Gade,P4065,Other,56+,36,Married,Karnataka,Central,Business,Electronics,4,257.2,Pending
104298,Adah Behl,P7541,Female,26-35,39,Single,Maharashtra,Central,Student,Clothing,2,319.76,Cancelled
104299,Yashvi Kant,P7071,Female,26-35,32,Married,Tamil Nadu,North,Engineer,Electronics,5,888.29,Pending
104300,Miraan Wagle,P8897,Female,46-55,25,Married,Gujarat,West,Business,Furniture,9,3287.27,Cancelled
104301,Rohan Ahuja,P3347,Female,36-45,52,Divorced,Gujarat,West,Student,Furniture,5,4782.01,Cancelled
104302,Mohanlal Rastogi,P1482,Other,26-35,55,Divorced,Karnataka,Central,Teacher,Clothing,8,3036.54,Pending
104303,Umang Sampath,P6000,Female,36-45,40,Divorced,Karnataka,South,Teacher,Books,4,2279.75,Cancelled
104304,Ishita Vala,P4005,Female,56+,33,Divorced,Gujarat,West,Teacher,Electronics,9,4213.86,Delivered
104305,Misha Gandhi,P2712,Female,56+,57,Married,Delhi,Central,Teacher,Books,2,2372.15,Cancelled
104306,Anaya Rana,P4631,Other,56+,41,Married,Gujarat,South,Engineer,Clothing,1,2398.13,Delivered
104307,Umang Kaul,P5229,Male,46-55,45,Married,Delhi,East,Business,Groceries,9,2032.68,Delivered
104308,Kimaya Lalla,P4988,Female,18-25,27,Single,Maharashtra,North,Teacher,Electronics,5,1317.68,Pending
104309,Misha Khosla,P9924,Female,46-55,55,Married,Karnataka,North,Teacher,Electronics,9,4191.69,Pending
104310,Tarini Bath,P8505,Male,36-45,35,Divorced,Delhi,West,Engineer,Groceries,4,3946.41,Cancelled
104311,Jhanvi Kota,P8269,Other,26-35,33,Divorced,Maharashtra,Central,Engineer,Clothing,8,4813.13,Pending
104312,Saira Mandal,P9571,Male,36-45,27,Married,Karnataka,Central,Student,Groceries,1,4636.04,Delivered
104313,Uthkarsh Shetty,P1020,Male,46-55,23,Divorced,Karnataka,East,Business,Books,8,1329.08,Cancelled
104314,Rati Toor,P7333,Female,18-25,41,Single,Karnataka,South,Business,Clothing,6,914.17,Delivered
104315,Anya Baral,P8520,Female,18-25,29,Divorced,Tamil Nadu,Central,Student,Books,5,3817.62,Cancelled
104316,Lakshay Dugal,P7134,Female,36-45,50,Married,Maharashtra,West,Teacher,Furniture,8,2466.51,Cancelled
104317,Onkar Gala,P8401,Male,36-45,48,Married,Tamil Nadu,West,Engineer,Clothing,8,2438.58,Pending
104318,Farhan Dhillon,P1256,Male,36-45,56,Single,Tamil Nadu,West,Business,Groceries,4,975.66,Delivered
104319,Nayantara Kohli,P9140,Other,26-35,39,Divorced,Gujarat,West,Doctor,Electronics,8,3793.08,Cancelled
104320,Eshani Gala,P5639,Female,46-55,20,Married,Gujarat,North,Teacher,Groceries,6,4680.31,Pending
104321,Yasmin Saini,P6862,Female,18-25,20,Married,Karnataka,North,Engineer,Clothing,9,2871.38,Delivered
104322,Damini Kohli,P7888,Other,46-55,51,Single,Delhi,North,Business,Books,8,1489.75,Delivered
104323,Zoya Bains,P6625,Other,18-25,60,Married,Tamil Nadu,Central,Teacher,Electronics,6,464.73,Cancelled
104324,Madhup Divan,P1224,Male,18-25,21,Married,Maharashtra,Central,Engineer,Groceries,5,4558.75,Delivered
104325,Samarth Rao,P8059,Other,46-55,48,Divorced,Karnataka,Central,Doctor,Books,3,152.59,Pending
104326,Devansh Dalal,P8990,Male,56+,51,Divorced,Delhi,East,Business,Furniture,5,4425.67,Pending
104327,Kismat Varma,P9481,Female,56+,44,Divorced,Tamil Nadu,East,Teacher,Electronics,5,2213.2,Pending
104328,Gokul Dyal,P9366,Other,56+,61,Single,Gujarat,East,Doctor,Groceries,3,2420.33,Delivered
104329,Jayant Bhasin,P2758,Other,56+,42,Married,Karnataka,South,Engineer,Groceries,3,3685.87,Pending
104330,Saksham Borra,P7688,Female,46-55,51,Married,Maharashtra,Central,Engineer,Furniture,2,435.52,Delivered
104331,Azad Sami,P9996,Male,36-45,38,Single,Gujarat,West,Engineer,Groceries,1,140.92,Delivered
104332,Dhruv Dube,P5981,Female,56+,53,Single,Gujarat,South,Engineer,Electronics,7,4140.39,Pending
104333,Riaan Borah,P7333,Female,26-35,28,Divorced,Karnataka,Central,Doctor,Clothing,6,3146.66,Cancelled
104334,Jivika Magar,P1591,Female,36-45,49,Divorced,Tamil Nadu,Central,Teacher,Groceries,9,2211.34,Pending
104335,Umang Bhalla,P8646,Male,26-35,47,Married,Delhi,North,Teacher,Groceries,7,3784.91,Delivered
104336,Onkar Brar,P5401,Male,56+,53,Single,Delhi,South,Student,Books,2,1873.5,Cancelled
104337,Kiaan Bora,P8469,Male,56+,34,Married,Tamil Nadu,South,Doctor,Books,6,2809.84,Cancelled
104338,Armaan Hora,P7024,Female,26-35,41,Married,Maharashtra,East,Student,Books,9,858.34,Delivered
104339,Jhanvi Bains,P2637,Female,26-35,56,Divorced,Tamil Nadu,South,Doctor,Furniture,3,4329.84,Delivered
104340,Drishya Sastry,P5019,Female,56+,38,Divorced,Delhi,East,Business,Books,3,1184.71,Delivered
104341,Nishith Sama,P9900,Other,56+,34,Single,Maharashtra,Central,Teacher,Clothing,9,2325.93,Cancelled
104342,Parinaaz Babu,P1522,Female,36-45,59,Married,Karnataka,East,Teacher,Electronics,4,2738.75,Pending
104343,Kismat Dash,P7955,Male,36-45,63,Single,Delhi,North,Doctor,Books,2,791.43,Cancelled
104344,Ivana Sridhar,P9176,Other,56+,52,Married,Tamil Nadu,West,Doctor,Furniture,7,744.01,Cancelled
104345,Rasha Deol,P9469,Other,56+,29,Divorced,Gujarat,Central,Teacher,Electronics,1,3338.84,Pending
104346,Nirvaan Chaudhuri,P3578,Male,18-25,24,Divorced,Maharashtra,West,Business,Books,9,2480.36,Delivered
104347,Hridaan Varty,P3300,Female,56+,52,Married,Delhi,Central,Doctor,Clothing,7,2188.3,Delivered
104348,Chirag Brahmbhatt,P9420,Male,36-45,52,Married,Karnataka,North,Student,Clothing,2,593.26,Cancelled
104349,Shray Subramaniam,P6489,Female,26-35,40,Divorced,Maharashtra,North,Teacher,Clothing,1,1747.81,Delivered
104350,Azad Bera,P9454,Other,46-55,50,Married,Karnataka,East,Doctor,Furniture,6,3053.51,Cancelled
104351,Yashvi Yadav,P5407,Other,56+,63,Single,Maharashtra,North,Engineer,Electronics,7,3731.79,Delivered
104352,Vritika Halder,P4151,Other,56+,42,Married,Delhi,North,Engineer,Books,2,3670.68,Cancelled
104353,Taimur Vig,P5634,Male,26-35,27,Single,Gujarat,North,Student,Books,3,1764.34,Cancelled
104354,Samar Kannan,P3178,Male,26-35,39,Married,Karnataka,East,Student,Electronics,3,3497.04,Delivered
104355,Rati Koshy,P6258,Female,46-55,44,Married,Karnataka,West,Student,Clothing,8,1692.41,Delivered
104356,Priyansh Bala,P7447,Female,18-25,64,Divorced,Tamil Nadu,North,Engineer,Groceries,4,2725.78,Pending
104357,Navya Dhingra,P7397,Other,26-35,23,Divorced,Tamil Nadu,Central,Teacher,Groceries,9,1842.41,Pending
104358,Aniruddh Banik,P4575,Male,26-35,45,Married,Maharashtra,West,Doctor,Books,6,1420.8,Pending
104359,Hrishita Dua,P8630,Other,18-25,21,Single,Maharashtra,Central,Business,Clothing,2,4108.76,Cancelled
104360,Dhanuk Iyengar,P7778,Other,56+,47,Divorced,Karnataka,North,Teacher,Books,2,4387.22,Cancelled
104361,Mamooty Bala,P6242,Male,36-45,21,Married,Delhi,West,Engineer,Clothing,8,3387.74,Pending
104362,Vardaniya Yohannan,P4462,Female,56+,50,Married,Gujarat,East,Doctor,Furniture,9,1119.49,Delivered
104363,Adira Kapur,P6700,Male,46-55,47,Single,Gujarat,Central,Teacher,Clothing,5,4631.35,Pending
104364,Alia Kapur,P3606,Other,56+,30,Single,Tamil Nadu,East,Doctor,Groceries,4,697.11,Pending
104365,Vritika Tripathi,P1904,Female,36-45,25,Married,Tamil Nadu,Central,Engineer,Books,7,2415.01,Cancelled
104366,Yuvaan Biswas,P8916,Other,46-55,46,Married,Karnataka,North,Doctor,Books,6,4741.3,Pending
104367,Purab Mane,P5266,Other,26-35,52,Single,Delhi,West,Teacher,Electronics,6,4676.72,Delivered
104368,Damini Balan,P4980,Female,18-25,48,Divorced,Gujarat,South,Doctor,Clothing,6,417.98,Cancelled
104369,Jayan Jhaveri,P7737,Other,56+,42,Married,Tamil Nadu,East,Teacher,Furniture,2,3200.85,Pending
104370,Baiju Bhardwaj,P5954,Other,36-45,18,Single,Maharashtra,Central,Teacher,Clothing,2,3362.03,Pending
104371,Emir Krishnan,P7565,Female,36-45,21,Divorced,Delhi,South,Doctor,Furniture,5,3713.81,Delivered
104372,Samiha Bedi,P6544,Other,56+,63,Single,Delhi,North,Teacher,Clothing,7,1084.77,Delivered
104373,Eva Buch,P3795,Other,56+,45,Divorced,Karnataka,North,Teacher,Clothing,7,1055.03,Cancelled
104374,Madhup Chadha,P8736,Other,26-35,47,Married,Tamil Nadu,Central,Engineer,Books,6,1468.83,Delivered
104375,Kaira Sule,P7484,Other,56+,61,Married,Tamil Nadu,Central,Engineer,Books,9,2731.5,Delivered
104376,Nakul Wadhwa,P8268,Other,46-55,59,Married,Karnataka,Central,Student,Electronics,7,2793.05,Cancelled
104377,Kartik Varty,P6029,Female,18-25,28,Single,Tamil Nadu,West,Business,Clothing,8,3547.98,Pending
104378,Eva Jha,P8586,Male,18-25,54,Divorced,Karnataka,South,Teacher,Groceries,8,4875.69,Cancelled
104379,Emir Grover,P2734,Male,26-35,39,Married,Gujarat,Central,Student,Furniture,3,2169.18,Pending
104380,Amani Tandon,P7308,Other,26-35,42,Married,Karnataka,North,Teacher,Electronics,2,1725.62,Pending
104381,Tushar Borah,P3655,Female,36-45,42,Divorced,Maharashtra,West,Student,Furniture,1,2370.95,Cancelled
104382,Misha Sarma,P6360,Male,36-45,18,Single,Maharashtra,East,Teacher,Books,3,3454.87,Pending
104383,Nitara Mahajan,P6062,Female,46-55,62,Divorced,Gujarat,South,Teacher,Furniture,6,2436.08,Cancelled
104384,Lakshay Ben,P5793,Other,18-25,51,Single,Delhi,East,Business,Groceries,1,1909.73,Cancelled
104385,Bhavin Ratti,P1914,Male,18-25,31,Single,Tamil Nadu,South,Teacher,Electronics,1,3967.82,Cancelled
104386,Aradhya Ghosh,P1693,Male,56+,44,Divorced,Karnataka,East,Doctor,Electronics,6,727.01,Delivered
104387,Lakshay Tella,P6182,Other,18-25,53,Married,Maharashtra,East,Engineer,Electronics,8,4729.78,Cancelled
104388,Indrajit Chada,P3601,Male,46-55,27,Divorced,Delhi,East,Doctor,Clothing,5,119.89,Pending
104389,Piya Aurora,P4993,Male,36-45,23,Married,Tamil Nadu,Central,Engineer,Electronics,1,770.84,Cancelled
104390,Shayak Bains,P7673,Other,56+,54,Single,Tamil Nadu,East,Doctor,Furniture,7,953.9,Pending
104391,Alia Shanker,P5174,Male,36-45,30,Divorced,Gujarat,South,Student,Electronics,7,1450.18,Pending
104392,Aarav Talwar,P1873,Female,36-45,43,Divorced,Tamil Nadu,North,Engineer,Furniture,6,3551.81,Pending
104393,Dhruv Chaudhari,P1576,Male,18-25,60,Married,Gujarat,South,Business,Books,4,441.45,Delivered
104394,Anahita Wable,P2098,Other,46-55,23,Single,Maharashtra,South,Teacher,Electronics,1,614.13,Delivered
104395,Kaira Samra,P3280,Male,46-55,42,Divorced,Maharashtra,West,Engineer,Clothing,2,693.74,Delivered
104396,Hazel Shetty,P4637,Male,56+,39,Divorced,Karnataka,North,Business,Clothing,7,3018.64,Cancelled
104397,Kavya Choudhury,P6814,Male,36-45,43,Married,Tamil Nadu,North,Student,Electronics,9,476.85,Delivered
104398,Krish Reddy,P4547,Other,36-45,47,Single,Maharashtra,North,Business,Furniture,3,170.49,Delivered
104399,Zain Dara,P8905,Other,56+,51,Married,Karnataka,East,Engineer,Furniture,2,302.51,Delivered
104400,Anya Issac,P7397,Female,26-35,54,Divorced,Karnataka,Central,Student,Groceries,3,3312.14,Cancelled
104401,Rohan Banik,P4966,Female,46-55,29,Married,Karnataka,West,Doctor,Clothing,9,4367.82,Delivered
104402,Shalv Agate,P6682,Female,26-35,50,Single,Maharashtra,West,Engineer,Groceries,6,1021.66,Pending
104403,Riaan Joshi,P5749,Female,26-35,51,Single,Karnataka,Central,Teacher,Furniture,1,3710.07,Pending
104404,Vedika Chaudhari,P2486,Male,56+,23,Divorced,Gujarat,North,Engineer,Groceries,7,1534.55,Delivered
